Estimate,Trial Number
3.10946,1882
3.10993,1883
3.1104,1884
3.10875,1885
3.10711,1886
3.10758,1887
3.10805,1888
3.10852,1889
3.10899,1890
3.10947,1891
3.10994,1892
3.11041,1893
3.10876,1894
3.10923,1895
3.10759,1896
3.10807,1897
3.10854,1898
3.109,1899
3.10737,1900
3.10573,1901
3.1062,1902
3.10457,1903
3.10504,1904
3.10551,1905
3.10598,1906
3.10435,1907
3.10482,1908
3.10529,1909
3.10576,1910
3.10623,1911
3.1046,1912
3.10507,1913
3.10554,1914
3.10601,1915
3.10647,1916
3.10694,1917
3.1074,1918
3.10787,1919
3.10833,1920
3.10672,1921
3.1051,1922
3.10556,1923
3.10603,1924
3.10442,1925
3.10488,1926
3.10535,1927
3.10581,1928
3.10627,1929
3.10674,1930
3.1072,1931
3.10766,1932
3.10605,1933
3.10445,1934
3.10491,1935
3.10331,1936
3.10377,1937
3.10423,1938
3.10469,1939
3.10515,1940
3.10562,1941
3.10608,1942
3.10654,1943
3.107,1944
3.10746,1945
3.10791,1946
3.10632,1947
3.10678,1948
3.10723,1949
3.10769,1950
3.10815,1951
3.10861,1952
3.10906,1953
3.10952,1954
3.10997,1955
3.11043,1956
3.11088,1957
3.11134,1958
3.11179,1959
3.11224,1960
3.1127,1961
3.11315,1962
3.1136,1963
3.11405,1964
3.1145,1965
3.11495,1966
3.1154,1967
3.11585,1968
3.1163,1969
3.11472,1970
3.11517,1971
3.11562,1972
3.11607,1973
3.11651,1974
3.11696,1975
3.11741,1976
3.11786,1977
3.1183,1978
3.11875,1979
3.11919,1980
3.11762,1981
3.11604,1982
3.11649,1983
3.11694,1984
3.11738,1985
3.11782,1986
3.11827,1987
3.11871,1988
3.11714,1989
3.11759,1990
3.11803,1991
3.11647,1992
3.1149,1993
3.11535,1994
3.11378,1995
3.11222,1996
3.11267,1997
3.11311,1998
3.11356,1999
3.114,2000
3.11244,2001
3.11289,2002
3.11133,2003
3.11178,2004
3.11222,2005
3.11266,2006
3.1131,2007
3.11355,2008
3.112,2009
3.11244,2010
3.11089,2011
3.10934,2012
3.10979,2013
3.11023,2014
3.11067,2015
3.11111,2016
3.11155,2017
3.11199,2018
3.11045,2019
3.10891,2020
3.10935,2021
3.10781,2022
3.10628,2023
3.10672,2024
3.10716,2025
3.10563,2026
3.10409,2027
3.10454,2028
3.10498,2029
3.10542,2030
3.10586,2031
3.10433,2032
3.10477,2033
3.10521,2034
3.10565,2035
3.10413,2036
3.10457,2037
3.10304,2038
3.10152,2039
3.10196,2040
3.1024,2041
3.10088,2042
3.10132,2043
3.10176,2044
3.1022,2045
3.10264,2046
3.10308,2047
3.10156,2048
3.102,2049
3.10244,2050
3.10288,2051
3.10331,2052
3.10375,2053
3.10419,2054
3.10462,2055
3.10506,2056
3.10549,2057
3.10593,2058
3.10636,2059
3.1068,2060
3.10723,2061
3.10766,2062
3.10809,2063
3.10659,2064
3.10702,2065
3.10745,2066
3.10789,2067
3.10832,2068
3.10875,2069
3.10918,2070
3.10961,2071
3.10811,2072
3.10854,2073
3.10897,2074
3.1094,2075
3.1079,2076
3.10833,2077
3.10876,2078
3.10919,2079
3.10962,2080
3.11004,2081
3.10855,2082
3.10898,2083
3.10749,2084
3.106,2085
3.10642,2086
3.10685,2087
3.10728,2088
3.10771,2089
3.10813,2090
3.10665,2091
3.10516,2092
3.10559,2093
3.10411,2094
3.10453,2095
3.10496,2096
3.10539,2097
3.10582,2098
3.10624,2099
3.10667,2100
3.10709,2101
3.10752,2102
3.10604,2103
3.10646,2104
3.10689,2105
3.10731,2106
3.10774,2107
3.10816,2108
3.10858,2109
3.109,2110
3.10943,2111
3.10985,2112
3.11027,2113
3.11069,2114
3.10922,2115
3.10964,2116
3.10817,2117
3.10859,2118
3.10901,2119
3.10943,2120
3.10985,2121
3.11027,2122
3.11069,2123
3.10923,2124
3.10965,2125
3.11007,2126
3.11048,2127
3.1109,2128
3.11132,2129
3.11174,2130
3.11215,2131
3.11257,2132
3.11299,2133
3.11153,2134
3.11007,2135
3.11049,2136
3.1109,2137
3.11132,2138
3.11173,2139
3.11215,2140
3.11256,2141
3.11298,2142
3.11339,2143
3.11381,2144
3.11422,2145
3.11463,2146
3.11318,2147
3.11359,2148
3.11401,2149
3.11442,2150
3.11297,2151
3.11152,2152
3.11194,2153
3.11235,2154
3.1109,2155
3.11132,2156
3.11173,2157
3.11214,2158
3.11255,2159
3.11296,2160
3.11152,2161
3.11193,2162
3.11049,2163
3.11091,2164
3.11132,2165
3.11173,2166
3.11214,2167
3.1107,2168
3.11111,2169
3.11152,2170
3.11009,2171
3.10866,2172
3.10907,2173
3.10948,2174
3.10988,2175
3.11029,2176
3.1107,2177
3.11111,2178
3.11152,2179
3.11193,2180
3.1105,2181
3.11091,2182
3.11131,2183
3.11172,2184
3.11213,2185
3.11253,2186
3.11111,2187
3.11152,2188
3.11192,2189
3.11233,2190
3.11273,2191
3.11314,2192
3.11354,2193
3.11395,2194
3.11435,2195
3.11475,2196
3.11516,2197
3.11556,2198
3.11414,2199
3.11455,2200
3.11495,2201
3.11353,2202
3.11394,2203
3.11434,2204
3.11474,2205
3.11514,2206
3.11554,2207
3.11594,2208
3.11634,2209
3.11674,2210
3.11714,2211
3.11754,2212
3.11794,2213
3.11834,2214
3.11874,2215
3.11913,2216
3.11953,2217
3.11993,2218
3.11852,2219
3.11892,2220
3.11932,2221
3.11971,2222
3.12011,2223
3.1205,2224
3.1209,2225
3.12129,2226
3.11989,2227
3.12029,2228
3.12068,2229
3.12108,2230
3.12147,2231
3.12186,2232
3.12047,2233
3.11907,2234
3.11767,2235
3.11807,2236
3.11846,2237
3.11886,2238
3.11925,2239
3.11786,2240
3.11647,2241
3.11686,2242
3.11547,2243
3.11586,2244
3.11626,2245
3.11665,2246
3.11704,2247
3.11744,2248
3.11783,2249
3.11822,2250
3.11861,2251
3.11901,2252
3.1194,2253
3.11979,2254
3.12018,2255
3.12057,2256
3.12096,2257
3.12135,2258
3.12174,2259
3.12035,2260
3.12074,2261
3.11936,2262
3.11799,2263
3.11837,2264
3.11876,2265
3.11915,2266
3.11954,2267
3.11993,2268
3.12032,2269
3.1207,2270
3.12109,2271
3.12148,2272
3.12187,2273
3.12049,2274
3.11912,2275
3.11951,2276
3.11989,2277
3.12028,2278
3.12067,2279
3.1193,2280
3.11968,2281
3.12007,2282
3.12046,2283
3.12084,2284
3.12123,2285
3.12161,2286
3.12024,2287
3.12063,2288
3.12101,2289
3.1214,2290
3.12178,2291
3.12216,2292
3.12255,2293
3.12293,2294
3.12331,2295
3.12369,2296
3.12407,2297
3.12446,2298
3.12484,2299
3.12522,2300
3.1256,2301
3.12598,2302
3.12636,2303
3.12674,2304
3.12712,2305
3.12749,2306
3.12787,2307
3.12652,2308
3.12689,2309
3.12727,2310
3.12765,2311
3.12803,2312
3.1284,2313
3.12878,2314
3.12743,2315
3.12781,2316
3.12818,2317
3.12856,2318
3.12893,2319
3.12931,2320
3.12969,2321
3.13006,2322
3.12871,2323
3.12909,2324
3.12946,2325
3.12984,2326
3.13021,2327
3.13058,2328
3.13096,2329
3.12961,2330
3.12999,2331
3.13036,2332
3.13073,2333
3.13111,2334
3.13148,2335
3.13014,2336
3.13051,2337
3.12917,2338
3.12954,2339
3.12991,2340
3.13029,2341
3.12895,2342
3.12932,2343
3.12969,2344
3.13006,2345
3.13043,2346
3.1291,2347
3.12947,2348
3.12984,2349
3.13021,2350
3.13058,2351
3.12925,2352
3.12962,2353
3.12999,2354
3.13036,2355
3.12903,2356
3.1294,2357
3.12977,2358
3.13014,2359
3.13051,2360
3.13088,2361
3.13124,2362
3.13161,2363
3.13198,2364
3.13066,2365
3.13102,2366
3.13139,2367
3.13176,2368
3.13212,2369
3.13249,2370
3.13286,2371
3.13153,2372
3.1319,2373
3.13058,2374
3.12926,2375
3.12963,2376
3.12831,2377
3.12868,2378
3.12905,2379
3.12941,2380
3.1281,2381
3.12846,2382
3.12883,2383
3.12919,2384
3.12788,2385
3.12825,2386
3.12861,2387
3.12898,2388
3.12934,2389
3.12971,2390
3.13007,2391
3.13043,2392
3.1308,2393
3.12949,2394
3.12985,2395
3.13022,2396
3.13058,2397
3.13094,2398
3.1313,2399
3.13167,2400
3.13203,2401
3.13072,2402
3.13109,2403
3.12978,2404
3.13015,2405
3.13051,2406
3.13087,2407
3.12957,2408
3.12827,2409
3.12697,2410
3.12733,2411
3.12769,2412
3.12806,2413
3.12842,2414
3.12878,2415
3.12748,2416
3.12784,2417
3.12821,2418
3.12857,2419
3.12893,2420
3.12929,2421
3.12964,2422
3.12835,2423
3.12871,2424
3.12907,2425
3.12943,2426
3.12979,2427
3.13015,2428
3.13051,2429
3.13086,2430
3.12958,2431
3.12993,2432
3.12865,2433
3.12736,2434
3.12608,2435
3.12644,2436
3.1268,2437
3.12715,2438
3.12751,2439
3.12787,2440
3.12823,2441
3.12858,2442
3.12894,2443
3.1293,2444
3.12965,2445
3.13001,2446
3.13036,2447
3.12909,2448
3.12944,2449
3.1298,2450
3.12852,2451
3.12887,2452
3.1276,2453
3.12632,2454
3.12668,2455
3.12704,2456
3.12739,2457
3.12775,2458
3.1281,2459
3.12846,2460
3.12718,2461
3.12754,2462
3.12789,2463
3.12662,2464
3.12698,2465
3.12733,2466
3.12606,2467
3.12642,2468
3.12677,2469
3.12713,2470
3.12748,2471
3.12783,2472
3.12657,2473
3.12692,2474
3.12727,2475
3.12763,2476
3.12798,2477
3.12833,2478
3.12707,2479
3.12581,2480
3.12616,2481
3.1249,2482
3.12525,2483
3.1256,2484
3.12596,2485
3.12631,2486
3.12505,2487
3.12379,2488
3.12415,2489
3.12289,2490
3.12164,2491
3.12039,2492
3.11913,2493
3.11788,2494
3.11824,2495
3.11859,2496
3.11894,2497
3.11769,2498
3.11805,2499
3.1184,2500
3.11715,2501
3.11751,2502
3.11786,2503
3.11821,2504
3.11856,2505
3.11891,2506
3.11927,2507
3.11802,2508
3.11837,2509
3.11873,2510
3.11908,2511
3.11943,2512
3.11978,2513
3.11854,2514
3.11889,2515
3.11765,2516
3.118,2517
3.11835,2518
3.1187,2519
3.11905,2520
3.1194,2521
3.11975,2522
3.1201,2523
3.12044,2524
3.12079,2525
3.12114,2526
3.12149,2527
3.12184,2528
3.12218,2529
3.12253,2530
3.12288,2531
3.12322,2532
3.12199,2533
3.12234,2534
3.1211,2535
3.12145,2536
3.1218,2537
3.12214,2538
3.12249,2539
3.12283,2540
3.12318,2541
3.12195,2542
3.1223,2543
3.12264,2544
3.12299,2545
3.12333,2546
3.12367,2547
3.12402,2548
3.12279,2549
3.12314,2550
3.12348,2551
3.12382,2552
3.12417,2553
3.12294,2554
3.12329,2555
3.12207,2556
3.12241,2557
3.12119,2558
3.12153,2559
3.12031,2560
3.12066,2561
3.121,2562
3.12134,2563
3.12012,2564
3.12047,2565
3.12081,2566
3.12115,2567
3.1215,2568
3.12184,2569
3.12218,2570
3.12252,2571
3.12131,2572
3.12009,2573
3.12044,2574
3.11922,2575
3.11957,2576
3.11991,2577
3.12025,2578
3.12059,2579
3.12093,2580
3.12127,2581
3.12161,2582
3.12195,2583
3.12074,2584
3.12108,2585
3.12142,2586
3.12176,2587
3.1221,2588
3.12244,2589
3.12124,2590
3.12157,2591
3.12037,2592
3.12071,2593
3.11951,2594
3.11985,2595
3.12018,2596
3.12052,2597
3.12086,2598
3.1212,2599
3.12154,2600
3.12188,2601
3.12221,2602
3.12255,2603
3.12289,2604
3.12169,2605
3.12203,2606
3.12236,2607
3.12117,2608
3.1215,2609
3.12184,2610
3.12218,2611
3.12251,2612
3.12285,2613
3.12318,2614
3.12352,2615
3.12385,2616
3.12419,2617
3.12452,2618
3.12486,2619
3.12519,2620
3.12552,2621
3.12586,2622
3.12619,2623
3.12652,2624
3.12686,2625
3.12719,2626
3.12752,2627
3.12785,2628
3.12666,2629
3.127,2630
3.12733,2631
3.12766,2632
3.12799,2633
3.12832,2634
3.12865,2635
3.12898,2636
3.12931,2637
3.12964,2638
3.12846,2639
3.12879,2640
3.12912,2641
3.12945,2642
3.12826,2643
3.12859,2644
3.12892,2645
3.12925,2646
3.12958,2647
3.12991,2648
3.13024,2649
3.12906,2650
3.12939,2651
3.12971,2652
3.13004,2653
3.13037,2654
3.1307,2655
3.13102,2656
3.13135,2657
3.13168,2658
3.132,2659
3.13233,2660
3.13266,2661
3.13298,2662
3.13331,2663
3.13213,2664
3.13246,2665
3.13278,2666
3.13311,2667
3.13193,2668
3.13226,2669
3.13258,2670
3.13291,2671
3.13323,2672
3.13356,2673
3.13239,2674
3.13271,2675
3.13303,2676
3.13336,2677
3.13368,2678
3.13401,2679
3.13284,2680
3.13316,2681
3.13348,2682
3.13381,2683
3.13264,2684
3.13296,2685
3.13179,2686
3.13063,2687
3.12946,2688
3.12979,2689
3.13011,2690
3.13043,2691
3.13076,2692
3.13108,2693
3.1314,2694
3.13024,2695
3.13056,2696
3.13089,2697
3.13121,2698
3.13153,2699
3.13185,2700
3.13069,2701
3.13101,2702
3.12986,2703
3.1287,2704
3.12754,2705
3.12786,2706
3.12671,2707
3.12703,2708
3.12735,2709
3.12768,2710
3.12652,2711
3.12537,2712
3.12569,2713
3.12454,2714
3.12486,2715
3.12371,2716
3.12403,2717
3.12436,2718
3.12468,2719
3.125,2720
3.12532,2721
3.12564,2722
3.12596,2723
3.12628,2724
3.12661,2725
3.12693,2726
3.12578,2727
3.1261,2728
3.12495,2729
3.12527,2730
3.1256,2731
3.12592,2732
3.12477,2733
3.12509,2734
3.12541,2735
3.12573,2736
3.12605,2737
3.12637,2738
3.12669,2739
3.12701,2740
3.12733,2741
3.12764,2742
3.12796,2743
3.12828,2744
3.1286,2745
3.12891,2746
3.12923,2747
3.12955,2748
3.12987,2749
3.13018,2750
3.1305,2751
3.13081,2752
3.13113,2753
3.13145,2754
3.13031,2755
3.13062,2756
3.13094,2757
3.13125,2758
3.13157,2759
3.13188,2760
3.1322,2761
3.13251,2762
3.13138,2763
3.13169,2764
3.13201,2765
3.13232,2766
3.13263,2767
3.13295,2768
3.13326,2769
3.13357,2770
3.13244,2771
3.13276,2772
3.13307,2773
3.13338,2774
3.13225,2775
3.13256,2776
3.13288,2777
3.13175,2778
3.13206,2779
3.13094,2780
3.12981,2781
3.12868,2782
3.129,2783
3.12931,2784
3.12962,2785
3.12994,2786
3.13025,2787
3.12912,2788
3.12944,2789
3.12975,2790
3.13006,2791
3.13037,2792
3.13068,2793
3.12956,2794
3.12987,2795
3.12876,2796
3.12907,2797
3.12938,2798
3.12969,2799
3.13,2800
3.13031,2801
3.13062,2802
3.13093,2803
3.13124,2804
3.13155,2805
3.13043,2806
3.13074,2807
3.12963,2808
3.12994,2809
3.13025,2810
3.13056,2811
3.13087,2812
3.13118,2813
3.13149,2814
3.13179,2815
3.1321,2816
3.13241,2817
3.13272,2818
3.13303,2819
3.13333,2820
3.13364,2821
3.13395,2822
3.13425,2823
3.13456,2824
3.13345,2825
3.13376,2826
3.13406,2827
3.13437,2828
3.13326,2829
3.13357,2830
3.13387,2831
3.13418,2832
3.13449,2833
3.13479,2834
3.1351,2835
3.13399,2836
3.13289,2837
3.13319,2838
3.1335,2839
3.1338,2840
3.13411,2841
3.13441,2842
3.13472,2843
3.13502,2844
3.13392,2845
3.13422,2846
3.13453,2847
3.13343,2848
3.13373,2849
3.13404,2850
3.13434,2851
3.13324,2852
3.13354,2853
3.13385,2854
3.13415,2855
3.13445,2856
3.13336,2857
3.13226,2858
3.13256,2859
3.13287,2860
3.13317,2861
3.13347,2862
3.13378,2863
3.13408,2864
3.13438,2865
3.13468,2866
3.13498,2867
3.13389,2868
3.13419,2869
3.13449,2870
3.1348,2871
3.1351,2872
3.1354,2873
3.1357,2874
3.136,2875
3.1363,2876
3.1366,2877
3.1369,2878
3.1372,2879
3.1375,2880
3.1378,2881
3.1381,2882
3.13701,2883
3.13731,2884
3.13761,2885
3.13791,2886
3.13821,2887
3.1385,2888
3.1388,2889
3.1391,2890
3.13801,2891
3.13831,2892
3.13861,2893
3.13891,2894
3.13921,2895
3.1395,2896
3.1398,2897
3.1401,2898
3.14039,2899
3.14069,2900
3.14099,2901
3.14128,2902
3.14158,2903
